pkg,v_old,v_new,element,,,,,,,,,,
org.wikipedia,beta2.1.144-beta-2016-05-09,beta2.2.146-beta-2016-05-23,'ImageView', '@+id/nav_account_arrow', '', '@drawable/ic_arrow_drop_down_white_24dp',,,,,,,
org.wikipedia,beta2.1.144-beta-2016-05-09,beta2.2.146-beta-2016-05-23,'ImageView', '@+id/recent_searches_delete_button', '', '@drawable/ic_delete_grey',,,,,,,
org.wikipedia,beta2.1.144-beta-2016-05-09,beta2.2.146-beta-2016-05-23,'android.support.design.widget.FloatingActionButton', '@+id/floating_toc_button', '', '@drawable/ic_toc',,,,,,,
org.wikipedia,beta2.1.144-beta-2016-05-09,beta2.2.146-beta-2016-05-23,'ImageButton', '@+id/view_article_menu_bar_share', '', '@drawable/ic_share_dark',,,,,,,
org.wikipedia,beta2.1.144-beta-2016-05-09,beta2.2.146-beta-2016-05-23,'ListView', '@+id/saved_pages_list', '', '',,,,,,,
org.wikipedia,beta2.1.144-beta-2016-05-09,beta2.2.146-beta-2016-05-23,'ImageButton', '@+id/view_article_menu_bar_bookmark', '', '@drawable/bookmark',,,,,,,
org.wikipedia,beta2.1.144-beta-2016-05-09,beta2.2.146-beta-2016-05-23,'ImageView', '@+id/tab_item_close', '', '@drawable/ic_close_gray',,,,,,,
org.wikipedia,beta2.1.144-beta-2016-05-09,beta2.2.146-beta-2016-05-23,'ImageButton', '@+id/view_article_menu_bar_navigate', '', '@drawable/ic_navigate',,,,,,,
org.wikipedia,beta2.1.144-beta-2016-05-09,beta2.2.146-beta-2016-05-23,'ImageView', '@+id/crash_report_icon', '', '',,,,,,,
org.wikipedia,beta2.1.144-beta-2016-05-09,beta2.2.146-beta-2016-05-23,'ImageButton', '@+id/page_info_close', '', '@drawable/ic_close_gray',,,,,,,
org.wikipedia,beta2.1.144-beta-2016-05-09,beta2.2.146-beta-2016-05-23,'ImageButton', '@+id/find_in_page_next', '', '@drawable/ic_expand_more_dark',,,,,,,
org.wikipedia,beta2.1.144-beta-2016-05-09,beta2.2.146-beta-2016-05-23,'ImageView', '@+id/link_preview_overflow_button', '', '@drawable/ic_more_vert',,,,,,,
org.wikipedia,beta2.1.144-beta-2016-05-09,beta2.2.146-beta-2016-05-23,'ImageButton', '@+id/find_in_page_prev', '', '@drawable/ic_expand_less_dark',,,,,,,
org.wikipedia,beta2.1.144-beta-2016-05-09,beta2.2.146-beta-2016-05-23,'android.support.design.widget.FloatingActionButton', '@+id/user_location_button', '', '@drawable/ic_gps_fixed_white_24dp',,,,,,,
org.wikipedia,beta2.1.144-beta-2016-05-09,beta2.2.146-beta-2016-05-23,'com.mapbox.mapboxsdk.views.MapView', '@+id/mapview', '', '',,,,,,,
org.wikipedia,beta2.1.144-beta-2016-05-09,beta2.2.146-beta-2016-05-23,'org.wikipedia.views.PlainPasteEditText', '@+id/saved_pages_search_list', '', '',,,,,,,
org.wikipedia,beta2.1.144-beta-2016-05-09,beta2.2.146-beta-2016-05-23,'ImageView', '@+id/saved_pages_empty_image', '', '@drawable/savedpages',,,,,,,
org.wikipedia,beta2.1.144-beta-2016-05-09,beta2.2.146-beta-2016-05-23,'TextView', '@+id/saved_pages_empty_title', '@string/saved_pages_empty_title', '',,,,,,,
org.wikipedia,r2.1.141-r-2016-02-10,beta2.1.142-beta-2016-03-07,'ImageView', '@+id/about_logo_image', '', '@drawable/about_logo',,,,,,,
org.wikipedia,r2.1.141-r-2016-02-10,beta2.1.142-beta-2016-03-07,'com.facebook.drawee.view.SimpleDraweeView', '@+id/gallery_image', '', '',,,,,,,
org.wikipedia,r2.1.141-r-2016-02-10,beta2.1.142-beta-2016-03-07,'TextView', '@+id/send_feedback_text', '@string/send_feedback', '',,,,,,,
org.wikipedia,r2.1.141-r-2016-02-10,beta2.1.142-beta-2016-03-07,'TextView', '', '@string/app_name', '',,,,,,,
org.wikipedia,r2.1.141-r-2016-02-10,beta2.1.142-beta-2016-03-07,'TextView', '', '@string/libraries_list', '',,,,,,,
org.wikipedia,r2.1.141-r-2016-02-10,beta2.1.142-beta-2016-03-07,'ImageView', '', '', '@drawable/about_logo',,,,,,,
org.wikipedia,r2.1.139-r-2016-01-22,beta2.1.140-beta-2016-02-04,'ImageView', '@+id/captcha_image', '', '',,,,,,,
org.wikipedia,r2.1.139-r-2016-01-22,beta2.1.140-beta-2016-02-04,'ImageView', '@+id/gallery_thumbnail_image', '', '@drawable/checkerboard',,,,,,,
org.wikipedia,r2.1.139-r-2016-01-22,beta2.1.140-beta-2016-02-04,'ImageView', '@+id/link_preview_thumbnail', '', '@drawable/ic_pageimage_placeholder',,,,,,,
org.wikipedia,r2.1.139-r-2016-01-22,beta2.1.140-beta-2016-02-04,'ImageView', '@+id/gallery_video_thumbnail', '', '',,,,,,,
org.wikipedia,r2.1.139-r-2016-01-22,beta2.1.140-beta-2016-02-04,'ImageView', '@+id/gallery_image', '', '',,,,,,,
org.wikipedia,r2.1.139-r-2016-01-22,beta2.1.140-beta-2016-02-04,'ImageView', '@+id/tab_item_thumbnail', '', '@drawable/ic_pageimage_placeholder',,,,,,,
org.wikipedia,r2.1.139-r-2016-01-22,beta2.1.140-beta-2016-02-04,'ImageView', '@+id/page_list_item_image', '', '@drawable/ic_pageimage_placeholder',,,,,,,
org.wikipedia,r2.1.137-r-2016-01-11,beta2.1.139-beta-2016-01-22,'Button', '@+id/retry_button', '@string/page_error_retry', '',,,,,,,
org.wikipedia,r2.1.136-r-2015-12-09,beta2.1.137-beta-2016-01-11,'org.wikipedia.views.AppTextView', '@+id/text', '', '',,,,,,,
org.wikipedia,r2.1.136-r-2015-12-09,beta2.1.137-beta-2016-01-11,'ImageView', '@+id/placeholder', '', '?lead_image_drawable',,,,,,,
org.wikipedia,r2.1.136-r-2015-12-09,beta2.1.137-beta-2016-01-11,'org.wikipedia.page.leadimages.ImageViewWithFace', '@+id/image', '', '',,,,,,,
org.wikipedia,r2.1.136-r-2015-12-09,beta2.1.137-beta-2016-01-11,'org.wikipedia.views.ArticleHeaderView', '@+id/page_header_view', '', '',,,,,,,
org.wikipedia,r2.1.134-r-2015-11-12,beta2.1.135-beta-2015-12-03,'ImageView', '@+id/nearby_empty_image', '', '@drawable/empty_nearby',,,,,,,
org.wikipedia,r2.1.134-r-2015-11-12,beta2.1.135-beta-2015-12-03,'ImageView', '@+id/link_preview_lead_image', '', '?attr/lead_image_drawable',,,,,,,
org.wikipedia,r2.1.134-r-2015-11-12,beta2.1.135-beta-2015-12-03,'TextView', '@+id/link_preview_title', '', '',,,,,,,
org.wikipedia,r2.1.134-r-2015-11-12,beta2.1.135-beta-2015-12-03,'ImageView', '@+id/nearby_marker', '', '?attr/nearby_marker_drawable',,,,,,,
org.wikipedia,r2.1.134-r-2015-11-12,beta2.1.135-beta-2015-12-03,'TextView', '@+id/link_preview_extract', '', '',,,,,,,
org.wikipedia,r2.1.134-r-2015-11-12,beta2.1.135-beta-2015-12-03,'TextView', '@+id/nearby_title', '', '',,,,,,,
org.wikipedia,r2.1.134-r-2015-11-12,beta2.1.135-beta-2015-12-03,'View', '@+id/link_preview_bottom_padding', '', '',,,,,,,
org.wikipedia,r2.1.134-r-2015-11-12,beta2.1.135-beta-2015-12-03,'View', '', '', '',,,,,,,
org.wikipedia,r2.1.134-r-2015-11-12,beta2.1.135-beta-2015-12-03,'ListView', '@+id/nearby_list', '', '',,,,,,,
org.wikipedia,r2.1.134-r-2015-11-12,beta2.1.135-beta-2015-12-03,'TextView', '@+id/nearby_empty_message', '@string/nearby_empty_message', '',,,,,,,
org.wikipedia,r2.1.134-r-2015-11-12,beta2.1.135-beta-2015-12-03,'TextView', '@+id/nearby_distance', '', '',,,,,,,
org.wikipedia,r2.1.134-r-2015-11-12,beta2.1.135-beta-2015-12-03,'ProgressBar', '@+id/link_preview_progress', '', '',,,,,,,
org.wikipedia,r2.1.134-r-2015-11-12,beta2.1.135-beta-2015-12-03,'org.wikipedia.nearby.NearbyCompassView', '@+id/nearby_thumbnail', '', '@drawable/ic_pageimage_placeholder',,,,,,,
org.wikipedia,r2.1.134-r-2015-11-12,beta2.1.135-beta-2015-12-03,'TextView', '@+id/nearby_description', '', '',,,,,,,
org.wikipedia,r2.1.134-r-2015-11-12,beta2.1.135-beta-2015-12-03,'TextView', '@+id/nearby_empty_title', '@string/nearby_empty_title', '',,,,,,,
org.wikipedia,r2.1.133-r-2015-10-26,beta2.1.134-beta-2015-11-12,'ImageView', '@+id/page_image_placeholder', '', '',,,,,,,
org.wikipedia,r2.1.133-r-2015-10-26,beta2.1.134-beta-2015-11-12,'org.wikipedia.page.leadimages.ImageViewWithFace', '@+id/page_image', '', '',,,,,,,
org.wikipedia,r2.1.133-r-2015-10-26,beta2.1.134-beta-2015-11-12,'org.wikipedia.views.AppTextView', '@+id/page_title_text', '', '',,,,,,,
org.wikipedia,r2.1.131-r-2015-09-28,beta2.1.132-beta-2015-10-23,'ListView', '@+id/page_toc_list', '', '',,,,,,,
org.wikipedia,r2.1.131-r-2015-09-28,beta2.1.132-beta-2015-10-23,'TextView', '@+id/article_title', '', '',,,,,,,
org.wikipedia,r2.1.131-r-2015-09-28,beta2.1.132-beta-2015-10-23,'ListView', '@+id/read_more_list', '', '',,,,,,,
org.wikipedia,r2.1.131-r-2015-09-28,beta2.1.132-beta-2015-10-23,'TextView', '@+id/page_list_item_description', '', '',,,,,,,
org.wikipedia,r2.1.131-r-2015-09-28,beta2.1.132-beta-2015-10-23,'Button', '@+id/langlinks_error_retry', '@string/langlinks_error_retry', '',,,,,,,
org.wikipedia,r2.1.131-r-2015-09-28,beta2.1.132-beta-2015-10-23,'TextView', '', '@string/read_more_section', '',,,,,,,
org.wikipedia,r2.1.131-r-2015-09-28,beta2.1.132-beta-2015-10-23,'android.support.v7.widget.SwitchCompat', '@+id/system_language_switch', '@string/preference_system_language_toggle', '',,,,,,,
org.wikipedia,r2.1.131-r-2015-09-28,beta2.1.132-beta-2015-10-23,'TextView', '@android:id/text1', '', '',,,,,,,
org.wikipedia,r2.1.131-r-2015-09-28,beta2.1.132-beta-2015-10-23,'TextView', '', '@string/error_network_error', '',,,,,,,
org.wikipedia,r2.1.131-r-2015-09-28,beta2.1.132-beta-2015-10-23,'TwoLineListItem', '', '', '',,,,,,,
org.wikipedia,r2.1.131-r-2015-09-28,beta2.1.132-beta-2015-10-23,'TextView', '@android:id/text2', '', '',,,,,,,
org.wikipedia,r2.0.111-r-2015-09-16,beta2.1.131-beta-2015-09-28,'ProgressBar', '@+id/load_more_progress', '', '',,,,,,,
org.wikipedia,r2.0.111-r-2015-09-16,beta2.1.131-beta-2015-09-28,'TextView', '@+id/page_description_text', '', '',,,,,,,
org.wikipedia,r2.0.111-r-2015-09-16,beta2.1.131-beta-2015-09-28,'TextView', '@+id/user_contrib_item_page_name', '', '',,,,,,,
org.wikipedia,r2.0.111-r-2015-09-16,beta2.1.131-beta-2015-09-28,'TextView', '@+id/user_contrib_item_edit_summary', '', '',,,,,,,
org.wikipedia,r2.0.111-r-2015-09-16,beta2.1.131-beta-2015-09-28,'TextView', '@+id/user_contrib_item_time_ago', '', '',,,,,,,
org.wikipedia,r2.0.111-r-2015-09-16,beta2.1.131-beta-2015-09-28,'TextView', '@+id/load_more_text', '@string/user_contribs_more_action', '',,,,,,,
org.wikipedia,r2.0.111-r-2015-09-16,beta2.1.131-beta-2015-09-28,'TextView', '@+id/page_title_text', '', '',,,,,,,
org.wikipedia,r2.0.111-r-2015-09-16,beta2.1.131-beta-2015-09-28,'org.wikipedia.page.leadimages.ImageViewWithFace', '@+id/page_image_1', '', '',,,,,,,
org.wikipedia,r2.0.111-r-2015-09-16,beta2.1.131-beta-2015-09-28,'ListView', '@+id/user_contribs_list', '', '',,,,,,,
org.wikipedia,r2.0.111-r-2015-09-16,beta2.1.131-beta-2015-09-28,'ImageView', '', '', '@drawable/nav_drawer_wordmark',,,,,,,
org.wikipedia,r2.0.108-r-2015-08-04,beta2.0.109-beta-2015-08-21,'TextView', '@+id/link_preview_title', '', '',,,,,,,
org.wikipedia,r2.0.108-r-2015-08-04,beta2.0.109-beta-2015-08-21,'org.wikipedia.views.WikiListView', '@+id/nearby_list', '', '',,,,,,,
org.wikipedia,r2.0.108-r-2015-08-04,beta2.0.109-beta-2015-08-21,'View', '', '', '',,,,,,,
org.wikipedia,r2.0.108-r-2015-08-04,beta2.0.109-beta-2015-08-21,'TextView', '@+id/link_preview_extract', '', '',,,,,,,
org.wikipedia,r2.0.108-r-2015-08-04,beta2.0.109-beta-2015-08-21,'org.wikipedia.views.WikiListView', '@+id/read_more_list', '', '',,,,,,,
org.wikipedia,r2.0.108-r-2015-08-04,beta2.0.109-beta-2015-08-21,'org.wikipedia.views.WikiListView', '@+id/disambig_list', '', '',,,,,,,
org.wikipedia,r2.0.108-r-2015-08-04,beta2.0.109-beta-2015-08-21,'CheckBox', '@+id/login_show_password', '@string/login_password_show_check', '',,,,,,,
org.wikipedia,r2.0.108-r-2015-08-04,beta2.0.109-beta-2015-08-21,'ProgressBar', '@+id/link_preview_progress', '', '',,,,,,,
org.wikipedia,r2.0.108-r-2015-08-04,beta2.0.109-beta-2015-08-21,'org.wikipedia.views.PlainPasteEditText', '@+id/login_password_text', '', '',,,,,,,
org.wikipedia,r2.0.108-r-2015-08-04,beta2.0.109-beta-2015-08-21,'org.wikipedia.views.PlainPasteEditText', '@+id/create_account_password', '', '',,,,,,,
org.wikipedia,r2.0.108-r-2015-08-04,beta2.0.109-beta-2015-08-21,'CheckBox', '@+id/create_account_show_password', '@string/login_password_show_check', '',,,,,,,
org.wikipedia,r2.0.108-r-2015-08-04,beta2.0.109-beta-2015-08-21,'ImageView', '@+id/link_preview_image', '', '?attr/lead_image_drawable',,,,,,,
org.wikipedia,r2.0.108-r-2015-08-04,beta2.0.109-beta-2015-08-21,'org.wikipedia.views.WikiListView', '@+id/search_results_list', '', '',,,,,,,
org.wikipedia,r2.0.108-r-2015-08-04,beta2.0.109-beta-2015-08-21,'ImageView', '@+id/link_preview_image', '', '',,,,,,,
org.wikipedia,r2.0.108-r-2015-08-04,beta2.0.109-beta-2015-08-21,'TextView', '@+id/link_preview_description', '', '',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'TextView', '@+id/network_status_code', '', '',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'TextView', '@+id/network_status_message', '', '',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'CheckBox', '@+id/use_exp_page_load_cb', 'Use experimental appservice (HTML) page loader', '',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'TextView', '@+id/nav_item_zero', '', '',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'TextView', '', '@string/nav_item_nearby', '',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'TextView', '', '@string/nav_item_history', '',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'TextView', '', '@string/nav_item_random', '',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'ListView', '@+id/disambig_list', '', '',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'ImageView', '', '', '@drawable/bookmark_white',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'ImageView', '', '', '@drawable/gear_white',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'ImageView', '@+id/nav_item_random_icon', '', '@drawable/dice_white',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'TextView', '@+id/nav_item_username_primary_text', '', '',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'ImageView', '', '', '@drawable/ic_today',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'ProgressBar', '@+id/nav_item_random_progressbar', '', '',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'Button', '@+id/page_error_retry', '@string/page_error_retry', '',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'TextView', '', '@string/more_item_preferences', '',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'TextView', '', '@string/nav_item_today', '',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'ImageView', '', '', '@drawable/ic_place_dark',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'ImageView', '', '', '@drawable/face_sleep_white',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'ListView', '@+id/read_more_list', '', '',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'Button', '@+id/search_lang_button', '', '',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'View', '', '', '',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'TextView', '', '@string/nav_item_login', '',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'CheckBox', '@+id/use_exp_page_load_cb', 'Use experimental page loader', '',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'TextView', '', '@string/nav_item_saved_pages', '',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'ImageView', '', '', '@drawable/clock_white',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'android.support.design.widget.FloatingActionButton', '@+id/recent_searches_delete_button', '', '@drawable/ic_delete',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'ListView', '@+id/nearby_list', '', '',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'ListView', '@+id/search_results_list', '', '',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'ImageView', '', '', '@drawable/face_smile_white',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'TextView', '@+id/page_does_not_exist', '@string/page_does_not_exist_error', '',,,,,,,
org.wikipedia,beta2.0.106-beta-2015-07-20,beta2.0.107-beta-2015-08-03,'TextView', '@+id/page_error_message', '@string/generic_page_error', '',,,,,,,
org.wikipedia,r2.0.105-r-2015-06-30,beta2.0.106-beta-2015-07-20,'ImageView', '@+id/recent_searches_delete_button', '', '@drawable/ic_delete_grey',,,,,,,
org.wikipedia,r2.0.105-r-2015-06-30,beta2.0.106-beta-2015-07-20,'Button', '@+id/search_network_error', '@string/search_network_error', '',,,,,,,
org.wikipedia,r2.0.105-r-2015-06-30,beta2.0.106-beta-2015-07-20,'ImageView', '', '', '@drawable/swipe_left',,,,,,,
org.wikipedia,r2.0.105-r-2015-06-30,beta2.0.106-beta-2015-07-20,'ImageView', '@+id/main_search_bar_icon', '', '@drawable/ic_search',,,,,,,
org.wikipedia,r2.0.105-r-2015-06-30,beta2.0.106-beta-2015-07-20,'TextView', '', '@string/toc_hint', '',,,,,,,
org.wikipedia,r2.0.105-r-2015-06-30,beta2.0.106-beta-2015-07-20,'Button', '@+id/know_toc_drawer_button', '@string/toc_know_it', '',,,,,,,
org.wikipedia,beta2.0.103-beta-2015-06-11,beta2.0.104-beta-2015-06-25,'ImageView', '@+id/saved_page_source', '', '',,,,,,,
org.wikipedia,beta2.0.103-beta-2015-06-11,beta2.0.104-beta-2015-06-25,'TextView', '@+id/history_title', '', '',,,,,,,
org.wikipedia,beta2.0.103-beta-2015-06-11,beta2.0.104-beta-2015-06-25,'ImageView', '@+id/history_source', '', '',,,,,,,
org.wikipedia,beta2.0.103-beta-2015-06-11,beta2.0.104-beta-2015-06-25,'TextView', '@+id/history_section_header_text', '', '',,,,,,,
org.wikipedia,beta2.0.103-beta-2015-06-11,beta2.0.104-beta-2015-06-25,'TextView', '@+id/onboarding_skip_link', '@string/skip', '',,,,,,,
org.wikipedia,beta2.0.103-beta-2015-06-11,beta2.0.104-beta-2015-06-25,'ImageView', '@+id/saved_page_thumbnail', '', '@drawable/ic_pageimage_placeholder',,,,,,,
org.wikipedia,beta2.0.103-beta-2015-06-11,beta2.0.104-beta-2015-06-25,'ImageView', '@+id/history_thumbnail', '', '@drawable/ic_pageimage_placeholder',,,,,,,
org.wikipedia,beta2.0.103-beta-2015-06-11,beta2.0.104-beta-2015-06-25,'ImageView', '@+id/disambig_icon', '', '@drawable/ic_pageimage_placeholder',,,,,,,
org.wikipedia,beta2.0.103-beta-2015-06-11,beta2.0.104-beta-2015-06-25,'ImageView', '', '', '@drawable/wp_globe',,,,,,,
org.wikipedia,beta2.0.103-beta-2015-06-11,beta2.0.104-beta-2015-06-25,'ImageView', '@+id/result_image', '', '@drawable/ic_pageimage_placeholder',,,,,,,
org.wikipedia,beta2.0.103-beta-2015-06-11,beta2.0.104-beta-2015-06-25,'Button', '@+id/onboarding_login_button', '@string/create_account_login_link', '',,,,,,,
org.wikipedia,beta2.0.103-beta-2015-06-11,beta2.0.104-beta-2015-06-25,'TextView', '@+id/saved_page_section_header_text', '', '',,,,,,,
org.wikipedia,beta2.0.103-beta-2015-06-11,beta2.0.104-beta-2015-06-25,'View', '', '', '',,,,,,,
org.wikipedia,beta2.0.103-beta-2015-06-11,beta2.0.104-beta-2015-06-25,'ImageButton', '@+id/page_info_close', '', '@drawable/close',,,,,,,
org.wikipedia,beta2.0.103-beta-2015-06-11,beta2.0.104-beta-2015-06-25,'TextView', '@+id/onboarding_wp_wordmark_text_fallback', '@string/app_name', '',,,,,,,
org.wikipedia,beta2.0.103-beta-2015-06-11,beta2.0.104-beta-2015-06-25,'TextView', '@+id/saved_page_title', '', '',,,,,,,
org.wikipedia,beta2.0.103-beta-2015-06-11,beta2.0.104-beta-2015-06-25,'TextView', '@+id/result_title', '', '',,,,,,,
org.wikipedia,beta2.0.103-beta-2015-06-11,beta2.0.104-beta-2015-06-25,'TextView', '', '@string/wp_tag_line', '',,,,,,,
org.wikipedia,beta2.0.103-beta-2015-06-11,beta2.0.104-beta-2015-06-25,'TextView', '@+id/disambig_title', '', '',,,,,,,
org.wikipedia,beta2.0.103-beta-2015-06-11,beta2.0.104-beta-2015-06-25,'TextView', '@+id/disambig_description', '', '',,,,,,,
org.wikipedia,beta2.0.103-beta-2015-06-11,beta2.0.104-beta-2015-06-25,'Button', '@+id/onboarding_create_account_button', '@string/create_account_button', '',,,,,,,
org.wikipedia,beta2.0.103-beta-2015-06-11,beta2.0.104-beta-2015-06-25,'ImageView', '@+id/onboarding_wp_wordmark_img', '', '@drawable/wp_wordmark',,,,,,,
org.wikipedia,beta2.0.103-beta-2015-06-11,beta2.0.104-beta-2015-06-25,'TextView', '@+id/result_description', '', '',,,,,,,
org.wikipedia,r2.0.102-r-2015-05-14,beta2.0.103-beta-2015-06-11,'TextView', '@+id/language_local_name', '', '',,,,,,,
org.wikipedia,r2.0.102-r-2015-05-14,beta2.0.103-beta-2015-06-11,'TextView', '', '@string/gallery_image_info', '',,,,,,,
org.wikipedia,r2.0.102-r-2015-05-14,beta2.0.103-beta-2015-06-11,'TextView', '@+id/details_subtext', '', '',,,,,,,
org.wikipedia,r2.0.102-r-2015-05-14,beta2.0.103-beta-2015-06-11,'ListView', '@+id/dialog_details_list', '', '',,,,,,,
org.wikipedia,r2.0.102-r-2015-05-14,beta2.0.103-beta-2015-06-11,'View', '', '', '',,,,,,,
org.wikipedia,r2.0.102-r-2015-05-14,beta2.0.103-beta-2015-06-11,'TextView', '@+id/article_local_name', '', '',,,,,,,
org.wikipedia,r2.0.102-r-2015-05-14,beta2.0.103-beta-2015-06-11,'ImageButton', '@+id/dialog_details_close', '', '@drawable/ic_close_white',,,,,,,
org.wikipedia,r2.0.102-r-2015-05-14,beta2.0.103-beta-2015-06-11,'TextView', '@+id/details_text', '', '',,,,,,,
org.wikipedia,r2.0-r-2015-04-23,beta2.0.102-beta-2015-05-14,'android.support.v7.widget.SearchView', '@+id/main_search_view', '', '',,,,,,,
org.wikipedia,r2.0-r-2015-04-23,beta2.0.102-beta-2015-05-14,'TextView', '@+id/read_next_title_text', '', '',,,,,,,
org.wikipedia,r2.0-r-2015-04-23,beta2.0.102-beta-2015-05-14,'ImageView', '@+id/read_next_image_placeholder', '', '?attr/lead_image_drawable',,,,,,,
org.wikipedia,r2.0-r-2015-04-23,beta2.0.102-beta-2015-05-14,'TextView', '', '@string/read_next_section', '',,,,,,,
org.wikipedia,r2.0-r-2015-04-23,beta2.0.102-beta-2015-05-14,'org.wikipedia.page.leadimages.ImageViewWithFace', '@+id/read_next_image_1', '', '',,,,,,,
org.wikipedia,r2.0-r-2015-04-23,beta2.0.102-beta-2015-05-14,'android.support.v7.widget.SearchView', '@+id/find_in_page_input', '', '',,,,,,,
org.wikipedia,r2.0-r-2015-04-23,beta2.0.102-beta-2015-05-14,'TextView', '@+id/read_next_description_text', '', '',,,,,,,
org.wikipedia,beta2.0-beta-2015-04-10,beta2.0-beta-2015-04-23,'TextView', '', '@string/error_network_error', '',,,,,,,
org.wikipedia,beta2.0-beta-2015-04-03,beta2.0-beta-2015-04-10,'TextView', '@+id/language_list_language_name', '', '',,,,,,,
org.wikipedia,beta2.0-beta-2015-04-03,beta2.0-beta-2015-04-10,'TextView', '@+id/language_list_language_article_local_name', '', '',,,,,,,
org.wikipedia,r2.0-r-2015-03-24,beta2.0-beta-2015-04-03,'TextView', '@+id/language_list_language_local_name', '', '',,,,,,,
org.wikipedia,beta2.0-beta-2015-02-27,beta2.0-beta-2015-03-23,'ImageButton', '@+id/dialog_details_close', '', '@drawable/close',,,,,,,
org.wikipedia,beta2.0-beta-2015-02-27,beta2.0-beta-2015-03-23,'ImageButton', '@+id/find_in_page_next', '', '?attr/ic_find_next_drawable',,,,,,,
org.wikipedia,beta2.0-beta-2015-02-27,beta2.0-beta-2015-03-23,'TextView', '@+id/nearby_distance', 'dist', '',,,,,,,
org.wikipedia,beta2.0-beta-2015-02-27,beta2.0-beta-2015-03-23,'ImageButton', '@+id/find_in_page_prev', '', '?attr/ic_find_previous_drawable',,,,,,,
org.wikipedia,beta2.0-beta-2015-02-27,beta2.0-beta-2015-03-23,'ImageView', '@+id/recent_searches_delete_button', '', '@drawable/ic_delete',,,,,,,
org.wikipedia,beta2.0-beta-2015-02-27,beta2.0-beta-2015-03-23,'View', '', '', '',,,,,,,
org.wikipedia,beta2.0-beta-2015-02-27,beta2.0-beta-2015-03-23,'TextView', '@+id/nearby_title', 'Title', '',,,,,,,
org.wikipedia,beta2.0-beta-2015-02-19,beta2.0-beta-2015-02-27,'ImageView', '@+id/nav_item_image', '', '',,,,,,,
org.wikipedia,beta2.0-beta-2015-02-19,beta2.0-beta-2015-02-27,'TextView', '@+id/nav_item_text', '', '',,,,,,,
org.wikipedia,beta2.0-beta-2015-02-19,beta2.0-beta-2015-02-27,'TextView', '@+id/gallery_license_text', '', '',,,,,,,
org.wikipedia,beta2.0-beta-2015-01-28,beta2.0-beta-2015-02-19,'View', '', '', '',,,,,,,
